id,name,latitude,longitude,listing_url
6921672,French Country 2bd/2bth Heart of JP,42.32132,-71.10957,https://www.airbnb.com/rooms/6921672
7018497,2 Bedroom in the heart of Boston,42.367,-71.05764,https://www.airbnb.com/rooms/7018497
7053454,Basement apartment in Charlestown,42.38239,-71.06393,https://www.airbnb.com/rooms/7053454
7054912,North Station Luxury Apartment!,42.36478,-71.06122,https://www.airbnb.com/rooms/7054912
7086825,Private Room near public transport,42.28249,-71.1146,https://www.airbnb.com/rooms/7086825
7093184,Easy to downtown/Longwood Free Parking Clean House,42.31676,-71.08,https://www.airbnb.com/rooms/7093184
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,42.31676,-71.08,https://www.airbnb.com/rooms/7161203
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,42.29325,-71.05707,https://www.airbnb.com/rooms/7222349
7239024,M&R Quiet Back Room Parking Bathroom,42.29348,-71.05569,https://www.airbnb.com/rooms/7239024
7279874,One Bedroom right by Fenway Park,42.34687,-71.09051,https://www.airbnb.com/rooms/7279874
7281884,Charming urban studio,42.31236,-71.08133,https://www.airbnb.com/rooms/7281884
7287822,Light and airy separate apt in funky Jamaica Plain,42.31572,-71.10847,https://www.airbnb.com/rooms/7287822
7298966,"Quiet, sunny studio, directly on the T",42.343,-71.14416,https://www.airbnb.com/rooms/7298966
7308623,Beautiful Apartment in Beacon Hill,42.36207,-71.06885,https://www.airbnb.com/rooms/7308623
7310887,"Spacious 3 bed, in unit laundry, central Air",42.34532,-71.13829,https://www.airbnb.com/rooms/7310887
7330494,Private apartment /parking/cozy garden. STR-398119,42.33053,-71.05388,https://www.airbnb.com/rooms/7330494
